Time,Protocol,Flag,Family,Clusters,SeddAddress,ExpAddress,BTC,USD,Netflow Bytes,IP Address,Threat Level,Port,Prediction,Payload Size,Number of Packets,Application Layer Data,User-Agent,Geolocation,Logistics ID,Anomaly Score,Event Description,Response Time,Session ID,Data Transfer Rate,Error Code
2020-03-25 05:56:22,TCP,FIN,Normal,4,19.84.165.40,104.193.146.2,0.61,427.79,11920,168.113.170.239,Benign,443,No Attack,550,6,POST /upload,Mozilla/5.0,Airport XYZ,LGT13118,0.01,Connection Attempt,407 ms,SESS2138,7.59 Mbps,200
2022-06-04 19:59:26,TCP,FIN,Normal,1,170.89.212.54,171.203.58.173,0.67,618.52,2292,42.172.102.58,Benign,21,No Attack,575,5,POST /upload,Mozilla/5.0,Airport XYZ,LGT37592,0.04,Connection Attempt,126 ms,SESS3158,3.21 Mbps,500
2021-05-15 15:31:14,UDP,ACK,Normal,3,118.12.123.191,43.26.110.42,0.73,423.1,3879,120.176.255.15,Benign,53,No Attack,1277,8,GET /status,Mozilla/5.0,Airport DEF,LGT32367,0.04,File Upload,588 ms,SESS9417,2.04 Mbps,200
2022-09-27 04:36:47,UDP,FIN,Normal,1,144.190.17.167,90.94.74.184,0.09,572.9,14374,186.166.230.120,Benign,21,No Attack,614,10,POST /upload,Mozilla/5.0,Airport XYZ,LGT93724,0.07,Data Query,166 ms,SESS8641,9.36 Mbps,500
2020-03-10 22:25:28,TCP,ACK,Normal,4,189.114.150.77,64.126.198.126,0.73,831.94,6665,114.171.10.220,Benign,21,No Attack,650,9,POST /upload,Mozilla/5.0,Airport XYZ,LGT64393,0.07,Connection Attempt,73 ms,SESS5452,7.50 Mbps,403
2022-10-23 00:41:22,UDP,ACK,Normal,4,40.171.53.236,125.158.27.196,0.47,947.74,13015,21.67.87.40,Benign,21,No Attack,274,10,GET /status,Mozilla/5.0,Airport ABC,LGT67683,0.05,Connection Attempt,102 ms,SESS7519,2.22 Mbps,500
2022-09-10 01:43:20,TCP,SYN,Normal,1,157.113.138.74,139.248.212.60,0.48,477.71,8337,101.107.110.81,Benign,443,No Attack,1359,2,QUERY /info,Mozilla/5.0,Airport XYZ,LGT23226,0.0,File Upload,157 ms,SESS5083,1.68 Mbps,500
2020-08-23 19:24:31,TCP,ACK,Normal,3,153.84.79.81,12.229.19.17,0.3,445.73,1852,129.251.236.108,Benign,53,No Attack,624,10,POST /upload,Mozilla/5.0,Airport XYZ,LGT26393,0.03,Connection Attempt,467 ms,SESS2789,1.98 Mbps,500
2021-07-15 11:36:04,UDP,ACK,Normal,5,32.252.171.90,184.111.74.118,0.13,429.44,553,40.199.232.86,Benign,80,No Attack,1015,9,QUERY /info,Mozilla/5.0,Airport XYZ,LGT45900,0.03,File Upload,424 ms,SESS5608,5.38 Mbps,403
2023-04-08 04:59:40,UDP,SYN,Normal,4,151.102.168.248,22.166.12.28,0.57,642.66,3255,102.135.77.180,Benign,80,No Attack,283,9,QUERY /info,Mozilla/5.0,Airport DEF,LGT43585,0.01,Connection Attempt,57 ms,SESS1522,2.50 Mbps,200
2021-05-17 21:30:24,TCP,ACK,Normal,4,129.30.134.13,69.245.251.174,0.22,508.59,9590,143.143.252.250,Benign,443,No Attack,1497,2,QUERY /info,Mozilla/5.0,Airport ABC,LGT63378,0.01,File Upload,88 ms,SESS6183,6.15 Mbps,500
2021-06-24 18:37:58,TCP,SYN,Normal,5,183.221.175.77,152.86.54.36,0.55,482.49,10284,33.219.144.248,Benign,80,No Attack,482,3,QUERY /info,Mozilla/5.0,Airport DEF,LGT93271,0.06,File Upload,348 ms,SESS7496,5.89 Mbps,403
2020-07-17 09:16:16,TCP,ACK,Normal,2,77.134.217.112,53.55.208.55,0.18,528.4,13437,43.131.20.39,Benign,80,No Attack,631,2,POST /upload,Mozilla/5.0,Airport DEF,LGT85239,0.07,Connection Attempt,173 ms,SESS7574,1.17 Mbps,404
2023-12-18 06:07:50,UDP,ACK,Normal,2,170.149.87.186,32.196.215.136,0.53,776.02,8096,20.221.172.184,Benign,80,No Attack,1432,2,POST /upload,Mozilla/5.0,Airport DEF,LGT17886,0.02,Connection Attempt,522 ms,SESS4578,9.36 Mbps,500
2020-05-26 21:23:23,UDP,SYN,Normal,3,58.174.192.120,57.232.141.143,0.28,205.21,9642,48.41.200.37,Benign,80,No Attack,782,8,GET /status,Mozilla/5.0,Airport XYZ,LGT86053,0.08,File Upload,76 ms,SESS6599,7.88 Mbps,200
2020-10-22 08:33:41,UDP,FIN,Normal,3,164.138.101.93,175.9.4.186,0.89,80.7,5444,171.42.196.69,Benign,443,No Attack,596,6,QUERY /info,Mozilla/5.0,Airport DEF,LGT32544,0.01,File Upload,600 ms,SESS9905,4.29 Mbps,200
2023-04-04 18:48:32,TCP,FIN,Normal,1,189.79.119.125,139.200.150.173,0.15,623.43,11628,94.205.116.160,Benign,80,No Attack,977,6,GET /status,Mozilla/5.0,Airport XYZ,LGT26065,0.09,File Upload,89 ms,SESS6547,1.89 Mbps,200
2020-01-24 17:50:11,UDP,FIN,Normal,1,183.195.184.104,68.9.127.46,0.54,329.86,7992,166.14.249.178,Benign,21,No Attack,268,7,QUERY /info,Mozilla/5.0,Airport ABC,LGT17542,0.08,Connection Attempt,191 ms,SESS1262,7.06 Mbps,500
2020-10-17 14:13:33,UDP,ACK,Normal,2,170.123.237.46,137.94.182.3,0.12,533.97,6718,43.138.122.59,Benign,443,No Attack,680,9,QUERY /info,Mozilla/5.0,Airport XYZ,LGT24126,0.05,File Upload,224 ms,SESS8092,5.51 Mbps,403
2020-01-23 14:12:00,UDP,ACK,Normal,2,175.106.214.94,17.32.117.82,0.11,508.18,12537,155.35.118.91,Benign,53,No Attack,307,7,GET /status,Mozilla/5.0,Airport ABC,LGT25021,0.07,Connection Attempt,178 ms,SESS3115,5.02 Mbps,403
2022-12-11 00:18:05,UDP,ACK,Normal,4,161.254.151.214,81.43.51.220,0.15,766.89,2165,174.190.203.145,Benign,80,No Attack,737,6,QUERY /info,Mozilla/5.0,Airport XYZ,LGT49338,0.04,Connection Attempt,242 ms,SESS6762,5.25 Mbps,200
2021-01-14 23:20:04,UDP,FIN,Normal,2,124.36.196.61,182.114.109.162,0.8,131.44,3822,98.254.144.247,Benign,21,No Attack,1326,9,QUERY /info,Mozilla/5.0,Airport ABC,LGT13975,0.03,Data Query,176 ms,SESS7337,1.19 Mbps,200
2020-12-30 03:42:01,TCP,SYN,Normal,1,136.17.204.59,74.128.139.193,0.47,516.67,2124,180.166.139.25,Benign,21,No Attack,750,4,GET /status,Mozilla/5.0,Airport XYZ,LGT85036,0.07,Data Query,406 ms,SESS1240,8.37 Mbps,404
2021-11-25 22:16:16,UDP,FIN,Normal,3,14.87.123.33,125.204.204.132,0.34,259.9,12004,106.136.144.85,Benign,21,No Attack,118,9,POST /upload,Mozilla/5.0,Airport ABC,LGT73785,0.01,Connection Attempt,598 ms,SESS6798,1.16 Mbps,500
2023-01-21 05:22:58,UDP,ACK,Normal,1,121.234.10.252,133.29.128.220,0.86,757.84,13650,86.110.43.245,Benign,53,No Attack,482,2,GET /status,Mozilla/5.0,Airport DEF,LGT57104,0.03,Connection Attempt,440 ms,SESS8164,4.69 Mbps,500
2023-09-27 17:06:39,UDP,SYN,Normal,1,183.83.220.33,12.227.4.74,0.86,909.26,8999,109.56.74.170,Benign,21,No Attack,136,8,QUERY /info,Mozilla/5.0,Airport ABC,LGT35835,0.06,Data Query,191 ms,SESS1973,7.12 Mbps,500
2023-05-06 12:27:16,UDP,FIN,Normal,4,138.70.182.174,187.86.242.39,0.96,961.43,1205,44.251.239.124,Benign,80,No Attack,1489,4,QUERY /info,Mozilla/5.0,Airport ABC,LGT41042,0.05,Data Query,416 ms,SESS7690,7.42 Mbps,404
2021-12-27 21:48:48,TCP,SYN,Normal,5,50.101.204.203,111.193.218.90,0.75,698.69,4212,157.99.61.26,Benign,21,No Attack,878,5,QUERY /info,Mozilla/5.0,Airport ABC,LGT95965,0.03,Data Query,456 ms,SESS6293,4.87 Mbps,200
2023-12-21 15:19:32,UDP,SYN,Normal,2,158.29.60.92,79.80.210.25,0.05,434.03,8677,170.218.76.96,Benign,443,No Attack,162,4,QUERY /info,Mozilla/5.0,Airport XYZ,LGT68912,0.07,Connection Attempt,382 ms,SESS5334,2.98 Mbps,200
2023-06-04 00:53:41,TCP,ACK,Normal,2,67.8.87.209,40.49.199.93,0.83,828.71,9124,140.165.138.6,Benign,53,No Attack,855,3,QUERY /info,Mozilla/5.0,Airport ABC,LGT84165,0.03,Data Query,491 ms,SESS8572,5.97 Mbps,403
2023-06-16 05:42:14,TCP,SYN,Normal,5,119.0.96.222,96.7.51.196,0.77,765.92,6784,68.37.56.251,Benign,53,No Attack,958,4,GET /status,Mozilla/5.0,Airport DEF,LGT90172,0.02,Data Query,445 ms,SESS6365,8.83 Mbps,500
2020-06-11 23:59:36,TCP,SYN,Normal,2,58.156.194.171,89.15.80.237,1.0,436.09,4668,16.145.162.108,Benign,80,No Attack,1386,10,GET /status,Mozilla/5.0,Airport DEF,LGT26576,0.07,Data Query,237 ms,SESS9692,9.97 Mbps,500
2023-09-04 04:51:51,UDP,ACK,Normal,5,135.59.2.51,41.60.115.137,0.15,18.72,6059,114.250.39.10,Benign,443,No Attack,838,7,POST /upload,Mozilla/5.0,Airport ABC,LGT51302,0.04,Connection Attempt,460 ms,SESS4745,9.57 Mbps,403
2020-05-14 08:38:28,TCP,SYN,Normal,3,21.238.27.100,56.139.208.33,0.63,414.66,2033,152.42.95.204,Benign,80,No Attack,222,3,POST /upload,Mozilla/5.0,Airport XYZ,LGT41545,0.1,Data Query,500 ms,SESS9492,1.80 Mbps,404
2021-10-18 09:02:00,UDP,SYN,Normal,1,162.100.26.25,22.17.243.228,0.26,362.4,203,67.42.193.53,Benign,443,No Attack,1392,2,POST /upload,Mozilla/5.0,Airport ABC,LGT79220,0.07,Data Query,554 ms,SESS7262,4.22 Mbps,500
2022-07-19 02:31:44,TCP,ACK,Normal,5,182.228.65.129,71.254.144.227,0.26,730.05,8126,73.44.87.31,Benign,443,No Attack,669,1,GET /status,Mozilla/5.0,Airport DEF,LGT32540,0.08,Data Query,347 ms,SESS3850,9.42 Mbps,500
2021-02-02 03:59:40,TCP,SYN,Normal,1,51.31.204.216,79.58.14.151,0.69,512.63,8496,110.184.188.205,Benign,443,No Attack,1032,2,QUERY /info,Mozilla/5.0,Airport DEF,LGT56919,0.1,File Upload,336 ms,SESS3778,7.28 Mbps,200
2021-03-14 20:25:43,UDP,FIN,Normal,2,152.15.243.204,80.108.24.209,0.97,308.66,14385,59.156.252.12,Benign,443,No Attack,156,1,POST /upload,Mozilla/5.0,Airport XYZ,LGT76562,0.01,Connection Attempt,253 ms,SESS6972,9.01 Mbps,403
2020-08-21 04:45:54,UDP,SYN,Normal,4,133.65.87.91,51.205.243.38,0.62,629.05,11866,36.137.182.62,Benign,80,No Attack,814,2,POST /upload,Mozilla/5.0,Airport XYZ,LGT38220,0.08,File Upload,95 ms,SESS1263,3.18 Mbps,404
2020-11-13 04:38:24,TCP,SYN,Normal,4,149.70.202.89,46.201.140.7,0.67,276.72,9150,165.219.17.130,Benign,21,No Attack,1443,8,GET /status,Mozilla/5.0,Airport XYZ,LGT40063,0.01,Data Query,211 ms,SESS6329,3.17 Mbps,200
2020-05-07 10:06:23,TCP,FIN,Normal,4,153.1.63.163,43.186.19.16,0.12,595.17,6809,113.209.230.109,Benign,443,No Attack,727,10,POST /upload,Mozilla/5.0,Airport DEF,LGT57847,0.03,Data Query,220 ms,SESS2898,3.32 Mbps,404
2024-03-06 21:13:59,TCP,SYN,Normal,5,14.83.102.84,113.194.150.233,0.64,270.97,13996,189.85.232.43,Benign,53,No Attack,733,4,POST /upload,Mozilla/5.0,Airport DEF,LGT54243,0.09,File Upload,408 ms,SESS7666,7.75 Mbps,404
2023-03-07 08:36:04,TCP,ACK,Normal,2,61.212.106.159,43.235.151.24,0.49,404.05,10481,88.48.96.190,Benign,53,No Attack,1175,2,POST /upload,Mozilla/5.0,Airport ABC,LGT92280,0.04,Connection Attempt,329 ms,SESS1198,6.68 Mbps,200
2021-10-27 15:23:48,UDP,ACK,Normal,4,42.31.139.220,160.85.151.109,1.0,737.54,9917,11.230.51.198,Benign,53,No Attack,512,6,POST /upload,Mozilla/5.0,Airport ABC,LGT96259,0.04,Data Query,505 ms,SESS4028,7.85 Mbps,403
2020-05-29 22:17:13,TCP,ACK,Normal,1,179.180.188.182,46.71.145.110,0.43,129.02,8799,79.249.188.6,Benign,21,No Attack,145,9,QUERY /info,Mozilla/5.0,Airport ABC,LGT53413,0.07,Connection Attempt,58 ms,SESS3759,1.88 Mbps,500
2023-11-05 12:54:07,UDP,ACK,Normal,4,104.157.137.255,25.93.213.91,0.07,813.0,4034,79.140.191.82,Benign,21,No Attack,894,7,POST /upload,Mozilla/5.0,Airport XYZ,LGT36023,0.1,File Upload,543 ms,SESS1956,9.18 Mbps,500
2022-02-21 12:17:26,TCP,FIN,Normal,3,45.179.211.132,64.33.91.178,0.01,388.43,1126,87.143.27.173,Benign,21,No Attack,897,3,GET /status,Mozilla/5.0,Airport XYZ,LGT17724,0.04,Connection Attempt,336 ms,SESS6416,2.25 Mbps,500
2023-08-09 08:58:45,UDP,FIN,Normal,3,33.173.144.20,69.233.64.160,0.26,564.58,13911,126.39.70.80,Benign,443,No Attack,369,3,POST /upload,Mozilla/5.0,Airport XYZ,LGT64652,0.05,Connection Attempt,52 ms,SESS8552,7.36 Mbps,403
2022-11-09 07:44:40,TCP,FIN,Normal,2,60.48.147.214,53.225.176.180,0.1,681.0,2186,121.117.175.231,Benign,80,No Attack,1263,3,GET /status,Mozilla/5.0,Airport DEF,LGT62465,0.06,Connection Attempt,75 ms,SESS7816,5.92 Mbps,500
2021-02-21 12:17:10,TCP,FIN,Normal,5,117.165.238.21,49.174.80.23,0.98,734.01,12921,174.36.145.133,Benign,80,No Attack,1240,5,POST /upload,Mozilla/5.0,Airport DEF,LGT86517,0.02,Connection Attempt,224 ms,SESS9700,3.58 Mbps,200
2022-12-07 11:50:26,UDP,FIN,Normal,2,190.57.126.127,55.205.101.7,0.29,262.25,3547,122.27.126.254,Benign,53,No Attack,1109,3,GET /status,Mozilla/5.0,Airport XYZ,LGT76032,0.02,File Upload,421 ms,SESS3620,7.81 Mbps,404
2021-08-12 15:29:13,TCP,SYN,Normal,2,132.86.217.182,27.238.56.81,0.43,177.31,3480,163.39.63.12,Benign,443,No Attack,1086,10,GET /status,Mozilla/5.0,Airport ABC,LGT68884,0.02,Data Query,390 ms,SESS1683,5.09 Mbps,403
2023-06-27 04:43:52,TCP,ACK,Normal,1,148.102.107.47,163.158.55.128,0.66,702.36,13104,57.217.235.183,Benign,80,No Attack,1262,8,QUERY /info,Mozilla/5.0,Airport DEF,LGT66522,0.02,Connection Attempt,173 ms,SESS7959,7.34 Mbps,200
2021-05-30 03:40:09,TCP,SYN,Normal,1,31.249.64.253,38.41.95.211,0.99,578.6,7957,35.84.102.45,Benign,80,No Attack,1488,8,POST /upload,Mozilla/5.0,Airport DEF,LGT93825,0.09,Connection Attempt,224 ms,SESS6233,2.28 Mbps,403
2022-11-30 08:31:32,TCP,FIN,Normal,1,156.159.128.185,68.188.75.93,0.78,65.79,13253,19.88.143.20,Benign,80,No Attack,657,7,POST /upload,Mozilla/5.0,Airport DEF,LGT34158,0.08,Data Query,330 ms,SESS6621,8.81 Mbps,200
2022-08-24 17:27:27,UDP,FIN,Normal,4,80.33.138.187,109.6.167.33,0.4,45.95,12008,83.231.184.210,Benign,21,No Attack,825,5,GET /status,Mozilla/5.0,Airport DEF,LGT40002,0.08,Data Query,589 ms,SESS6811,5.76 Mbps,403
2024-02-14 14:39:56,UDP,SYN,Normal,1,107.41.126.247,39.111.101.204,0.18,471.11,709,16.31.45.237,Benign,21,No Attack,628,6,POST /upload,Mozilla/5.0,Airport DEF,LGT84606,0.05,File Upload,260 ms,SESS2280,4.36 Mbps,500
2021-06-15 11:37:39,UDP,FIN,Normal,4,135.136.204.251,164.92.41.12,0.78,403.88,8235,106.179.14.114,Benign,53,No Attack,738,1,GET /status,Mozilla/5.0,Airport ABC,LGT17106,0.09,File Upload,221 ms,SESS2362,3.27 Mbps,403
2023-08-17 10:04:26,TCP,FIN,Normal,2,158.151.56.189,104.127.83.6,0.56,695.3,6849,107.104.142.48,Benign,21,No Attack,1218,5,POST /upload,Mozilla/5.0,Airport XYZ,LGT35155,0.05,Connection Attempt,438 ms,SESS8978,9.65 Mbps,404
2023-08-15 07:48:41,UDP,FIN,Normal,1,105.239.200.161,77.228.63.44,0.96,924.84,1935,79.255.164.113,Benign,53,No Attack,461,5,GET /status,Mozilla/5.0,Airport ABC,LGT79037,0.02,Data Query,107 ms,SESS2163,7.57 Mbps,200
2021-04-21 17:53:39,UDP,FIN,Normal,4,74.193.203.31,122.240.242.44,0.14,252.51,2827,28.225.40.1,Benign,80,No Attack,533,4,QUERY /info,Mozilla/5.0,Airport DEF,LGT47284,0.08,Connection Attempt,141 ms,SESS6726,1.48 Mbps,200
2020-04-05 07:37:14,TCP,FIN,Normal,5,120.223.24.196,91.211.232.182,0.83,690.46,4188,64.53.93.64,Benign,53,No Attack,478,3,QUERY /info,Mozilla/5.0,Airport DEF,LGT67470,0.04,Connection Attempt,230 ms,SESS2936,7.42 Mbps,403
2024-03-28 10:27:48,UDP,FIN,Normal,1,56.29.198.204,48.57.174.39,0.43,239.2,10963,177.28.13.199,Benign,443,No Attack,143,10,POST /upload,Mozilla/5.0,Airport XYZ,LGT73322,0.04,Data Query,226 ms,SESS4145,6.55 Mbps,403
2023-05-21 19:59:36,UDP,FIN,Normal,1,96.43.116.73,106.189.36.109,0.15,898.94,9962,77.123.145.155,Benign,53,No Attack,1336,6,POST /upload,Mozilla/5.0,Airport ABC,LGT59648,0.1,Connection Attempt,106 ms,SESS4818,6.71 Mbps,500
2021-07-26 13:40:17,UDP,SYN,Normal,3,161.121.56.138,156.56.192.202,0.37,967.47,575,171.14.96.17,Benign,53,No Attack,299,3,QUERY /info,Mozilla/5.0,Airport XYZ,LGT46600,0.06,Data Query,326 ms,SESS8101,3.06 Mbps,403
2024-01-10 00:00:00,UDP,FIN,Normal,2,52.96.188.176,155.41.8.109,0.51,62.13,10222,46.123.133.156,Benign,21,No Attack,884,7,QUERY /info,Mozilla/5.0,Airport DEF,LGT85046,0.08,Connection Attempt,89 ms,SESS7436,7.26 Mbps,500
2023-12-07 04:04:38,UDP,SYN,Normal,4,60.111.234.90,39.69.130.244,0.51,282.07,10847,111.129.133.48,Benign,53,No Attack,359,8,GET /status,Mozilla/5.0,Airport DEF,LGT36273,0.09,File Upload,302 ms,SESS1236,4.65 Mbps,200
2022-06-22 06:11:05,TCP,ACK,Normal,3,92.206.92.25,142.85.153.208,0.68,635.99,9961,89.176.245.139,Benign,21,No Attack,629,7,GET /status,Mozilla/5.0,Airport XYZ,LGT56019,0.01,Connection Attempt,548 ms,SESS4374,8.51 Mbps,500
2023-05-03 06:11:08,UDP,FIN,Normal,3,15.90.65.43,83.55.5.185,0.99,619.15,740,29.69.243.212,Benign,443,No Attack,382,4,POST /upload,Mozilla/5.0,Airport XYZ,LGT78444,0.07,Data Query,231 ms,SESS9770,1.73 Mbps,404
2022-03-27 06:04:00,UDP,ACK,Normal,3,168.236.138.164,71.67.227.210,0.3,63.0,14346,53.184.120.71,Benign,21,No Attack,871,9,QUERY /info,Mozilla/5.0,Airport XYZ,LGT88658,0.1,Connection Attempt,472 ms,SESS8026,7.21 Mbps,500
2023-05-20 14:17:58,UDP,SYN,Normal,5,131.221.129.228,164.91.67.23,0.65,639.97,13065,157.51.18.160,Benign,21,No Attack,881,4,POST /upload,Mozilla/5.0,Airport ABC,LGT10708,0.01,File Upload,145 ms,SESS6241,2.01 Mbps,403
2022-07-27 22:06:46,TCP,ACK,Normal,2,185.37.31.2,32.75.93.127,0.09,502.99,8675,146.209.9.2,Benign,21,No Attack,157,1,POST /upload,Mozilla/5.0,Airport XYZ,LGT15554,0.06,Connection Attempt,99 ms,SESS7165,7.28 Mbps,500
2021-11-17 19:39:45,TCP,SYN,Normal,5,76.169.229.177,166.189.195.113,0.72,810.29,8919,139.58.43.2,Benign,21,No Attack,383,9,POST /upload,Mozilla/5.0,Airport DEF,LGT67807,0.03,File Upload,424 ms,SESS3380,8.28 Mbps,200
2020-11-17 10:20:02,TCP,SYN,Normal,5,189.9.149.53,109.7.101.215,0.18,441.39,12779,61.32.105.97,Benign,21,No Attack,594,10,QUERY /info,Mozilla/5.0,Airport XYZ,LGT63641,0.06,Connection Attempt,331 ms,SESS5746,1.90 Mbps,404
2020-10-12 22:09:35,TCP,ACK,Normal,1,118.248.103.10,52.199.63.12,0.47,725.88,13569,134.120.6.45,Benign,80,No Attack,1482,5,GET /status,Mozilla/5.0,Airport XYZ,LGT59687,0.02,Connection Attempt,469 ms,SESS5662,1.22 Mbps,200
2022-08-15 13:44:43,UDP,ACK,Normal,3,126.195.100.66,50.214.74.246,0.13,249.77,8144,62.74.8.231,Benign,53,No Attack,1236,8,GET /status,Mozilla/5.0,Airport ABC,LGT60802,0.06,Connection Attempt,335 ms,SESS3180,6.73 Mbps,500
2022-04-30 03:49:03,TCP,SYN,Normal,2,113.198.244.35,131.8.148.254,0.47,146.25,11046,95.132.255.36,Benign,53,No Attack,1071,3,POST /upload,Mozilla/5.0,Airport DEF,LGT93456,0.02,Connection Attempt,301 ms,SESS3929,2.86 Mbps,200
2020-07-07 20:07:08,TCP,FIN,Normal,4,189.117.163.40,159.134.106.88,0.89,618.91,2913,39.185.58.110,Benign,21,No Attack,618,7,QUERY /info,Mozilla/5.0,Airport ABC,LGT87097,0.09,Connection Attempt,276 ms,SESS2708,4.69 Mbps,404
2021-12-14 10:40:27,TCP,FIN,Normal,1,135.125.166.214,23.171.189.122,0.64,105.32,1332,56.16.73.53,Benign,80,No Attack,910,1,QUERY /info,Mozilla/5.0,Airport XYZ,LGT63166,0.01,Data Query,600 ms,SESS8204,3.90 Mbps,500
2020-09-17 11:00:51,TCP,FIN,Normal,2,192.63.98.98,133.39.47.132,0.74,651.16,13031,63.65.3.187,Benign,80,No Attack,211,9,POST /upload,Mozilla/5.0,Airport DEF,LGT75299,0.0,Data Query,588 ms,SESS4220,9.39 Mbps,404
2020-03-03 06:45:04,UDP,ACK,Normal,1,152.134.119.149,17.6.8.20,0.4,708.56,14521,130.255.54.148,Benign,80,No Attack,1272,9,GET /status,Mozilla/5.0,Airport ABC,LGT28947,0.08,Data Query,582 ms,SESS3526,4.87 Mbps,500
2021-03-12 20:51:19,TCP,FIN,Normal,4,124.64.209.187,120.82.38.196,0.61,380.88,8238,160.242.56.47,Benign,53,No Attack,116,2,QUERY /info,Mozilla/5.0,Airport ABC,LGT16728,0.09,Data Query,207 ms,SESS3166,6.12 Mbps,500
2021-09-05 13:26:09,UDP,FIN,Normal,1,73.28.50.57,149.107.225.143,0.83,480.91,682,55.33.178.61,Benign,53,No Attack,316,1,GET /status,Mozilla/5.0,Airport DEF,LGT63206,0.0,Data Query,569 ms,SESS4744,0.13 Mbps,200
2022-11-06 18:55:07,UDP,SYN,Normal,5,122.122.72.138,157.179.104.212,0.9,204.21,6997,126.126.252.171,Benign,53,No Attack,677,9,POST /upload,Mozilla/5.0,Airport ABC,LGT61060,0.07,File Upload,576 ms,SESS2042,9.92 Mbps,403
2023-05-19 17:38:07,TCP,FIN,Normal,1,50.252.70.113,89.231.81.236,0.6,425.76,2125,44.155.230.33,Benign,53,No Attack,1072,5,QUERY /info,Mozilla/5.0,Airport XYZ,LGT62820,0.06,Connection Attempt,183 ms,SESS4601,9.28 Mbps,200
2023-08-24 20:05:10,UDP,ACK,Normal,4,78.149.49.19,114.247.142.243,0.95,76.68,1032,37.52.118.254,Benign,21,No Attack,1268,6,QUERY /info,Mozilla/5.0,Airport ABC,LGT22995,0.04,Connection Attempt,434 ms,SESS8535,0.68 Mbps,404
2022-12-25 12:38:59,TCP,ACK,Normal,4,148.210.57.142,103.109.217.190,0.41,546.48,8793,27.210.39.109,Benign,53,No Attack,1097,9,QUERY /info,Mozilla/5.0,Airport DEF,LGT41029,0.05,Connection Attempt,109 ms,SESS9398,8.14 Mbps,404
2023-05-29 22:02:57,TCP,ACK,Normal,5,140.30.10.184,122.208.118.171,0.24,490.07,13980,119.81.141.89,Benign,53,No Attack,774,7,QUERY /info,Mozilla/5.0,Airport DEF,LGT70799,0.01,Connection Attempt,242 ms,SESS3040,2.80 Mbps,500
